order_id,customer_id,order_date,total_amount
85,414,2025-05-28,1567.79
86,914,2024-10-21,1901.96
87,320,2023-09-22,1099.02
88,603,2024-09-18,1251.02
89,467,2025-12-01,3276.68
90,971,2025-04-06,158.92
91,745,2023-09-26,1605.09
92,174,2023-09-10,1773.47
93,790,2025-12-31,1770.44
94,455,2025-02-17,446.28
95,486,2023-11-10,1026.99
96,309,2025-05-11,258.45
97,277,2023-10-08,589.45
98,510,2024-02-11,2737.14
99,562,2025-10-13,898.61
100,3,2023-01-27,768.0
101,686,2025-10-08,848.36
102,741,2023-07-27,2025.02
103,52,2023-07-24,2063.58
104,321,2025-05-22,48.16
105,10,2023-10-11,1787.47
106,275,2023-07-10,2202.72
107,279,2025-02-28,2110.32
108,966,2023-11-23,753.27
109,495,2025-06-16,1609.73
110,30,2023-09-25,1778.05
111,322,2023-01-26,2141.66
112,705,2023-07-15,2150.77
113,395,2023-11-01,1846.43
114,770,2025-10-03,960.14
115,564,2025-02-14,2850.11
116,458,2024-10-09,1462.59
117,670,2023-02-06,539.22
118,37,2023-01-01,1110.96
119,653,2024-09-15,2302.63
120,340,2025-08-26,583.81
121,3,2024-11-30,1762.69
122,109,2023-04-04,2674.98
123,739,2025-04-18,899.79
124,201,2024-01-20,60.94
125,469,2024-01-26,2190.74
126,603,2023-09-10,1190.92
127,754,2023-04-10,3367.42
128,835,2023-09-20,1099.02
129,615,2024-10-21,2857.3
130,464,2023-10-01,1491.06
131,525,2024-09-04,1268.44
132,298,2024-12-08,1001.27
133,556,2024-10-22,702.94
134,576,2025-09-10,1649.32
135,536,2023-08-07,426.01
136,55,2023-04-26,1218.44
137,700,2024-05-28,703.58
138,772,2023-03-08,1242.33
139,886,2024-04-04,3969.02
140,427,2024-10-02,3374.86
141,727,2025-01-23,2674.18
142,700,2023-06-02,532.22
143,387,2023-03-25,2154.55
144,339,2025-08-13,2348.16
145,53,2024-09-08,2501.89
146,980,2024-01-12,1440.42
147,905,2024-03-12,1359.83
148,487,2023-01-19,181.08
149,457,2024-05-07,2230.39
150,742,2024-08-02,150.84
151,527,2025-11-07,2552.61
152,971,2023-07-16,135.95
153,642,2023-05-15,230.34
154,435,2023-08-01,1105.35
155,663,2023-05-28,2213.35
156,39,2023-06-29,372.93
157,814,2024-05-30,1937.38
158,324,2023-02-04,2408.63
159,775,2023-04-04,1427.97
160,109,2024-08-16,1928.92
161,842,2023-03-05,1891.72
162,984,2023-10-23,1722.01
163,896,2023-10-17,457.83
164,587,2025-03-18,2490.74
165,928,2025-11-15,1315.68
166,855,2024-06-01,2039.91
167,873,2023-04-22,2784.07
168,744,2025-09-24,1616.39
169,292,2023-05-23,806.88
170,632,2024-09-18,875.23
171,730,2025-06-12,1317.16
172,474,2025-07-01,1464.45
173,662,2023-06-17,1791.3
174,79,2023-06-04,154.8
175,32,2025-04-09,2384.42
176,402,2024-04-02,2451.32
177,11,2024-05-04,2454.09
178,676,2023-10-27,2399.02
179,379,2024-04-24,90.54
180,531,2025-01-09,3253.8
181,649,2024-07-14,1118.87
182,388,2025-01-18,2541.14
183,499,2025-09-14,3013.58
184,217,2023-11-04,163.47
185,837,2023-08-31,933.02
186,494,2025-09-07,866.14
187,131,2023-11-26,217.09
188,151,2023-04-25,1603.19
189,614,2023-02-08,1416.64
190,175,2024-03-25,2408.36
191,271,2023-12-10,1619.58
192,395,2023-09-28,466.27
193,536,2025-10-29,2358.77
194,899,2025-12-24,2811.4
195,665,2025-06-02,3538.82
196,604,2023-07-20,1500.16
197,898,2025-04-16,1044.02
198,536,2023-08-30,2126.86
199,437,2024-06-03,463.43
200,697,2025-03-24,826.38
201,184,2025-01-28,2802.31
202,876,2023-09-01,538.25
203,220,2025-11-07,2582.11
204,399,2023-01-11,981.78
205,949,2025-06-10,335.36
206,228,2025-01-29,370.32
207,742,2025-02-26,1913.72
208,656,2025-10-09,760.5
209,523,2025-11-22,735.45
210,369,2024-05-04,43.77
211,283,2025-03-29,1141.39
212,16,2023-05-21,446.28
213,744,2024-12-13,1418.94
214,589,2023-01-10,580.03
215,516,2024-08-25,1538.35
216,711,2025-06-25,1522.78
217,919,2023-02-26,2800.82
218,236,2024-10-08,1792.56
219,96,2025-03-28,1170.88
220,224,2024-07-05,764.55
221,755,2024-02-13,489.59
222,235,2024-02-20,619.25
223,123,2023-06-10,2128.8
224,323,2025-10-05,2131.77
225,56,2025-12-12,2177.58
226,469,2023-09-04,2261.34
227,371,2024-06-15,726.64
228,483,2024-12-03,1517.08
229,771,2025-02-01,642.47
230,590,2024-04-13,279.7
231,824,2024-04-27,2296.89
232,512,2023-10-03,1598.39
233,102,2023-12-01,216.66
234,488,2023-07-17,2008.28
235,353,2023-02-10,3597.51
236,665,2023-12-24,2391.42
237,458,2023-06-10,2059.28
238,432,2025-04-08,362.94
239,352,2024-04-12,2373.7
240,661,2025-03-20,2367.09
241,989,2025-07-11,2732.24
242,964,2023-06-13,298.84
243,66,2025-08-27,1457.22
244,87,2025-03-09,1054.17
245,130,2023-09-26,3108.37
246,562,2025-06-30,1347.36
247,612,2025-07-24,2208.37
248,453,2024-09-22,982.65
249,536,2023-10-07,1338.6
250,970,2025-09-04,754.87
251,816,2023-01-15,3904.18
252,662,2025-03-09,2317.43
253,827,2024-07-10,1332.03
254,874,2023-05-21,1552.05
255,467,2025-07-16,961.71
256,156,2023-04-12,3865.78
257,239,2023-07-04,1058.6
258,431,2024-09-30,1877.4
259,273,2025-03-14,576.46
260,186,2024-01-29,2265.47
261,790,2025-06-26,649.03
262,753,2023-07-12,2200.15
263,44,2025-12-02,599.86
264,654,2024-09-03,405.09
265,997,2023-08-20,717.17
266,172,2024-07-19,3637.42
267,159,2025-01-30,237.32
268,512,2023-07-07,2877.9
269,129,2025-09-26,1597.7
270,825,2025-06-17,1477.74
271,742,2023-10-03,1716.7
272,556,2025-09-30,1226.0
273,332,2025-08-17,1066.55
274,461,2024-08-28,1704.65
275,389,2024-01-15,286.52
276,795,2024-05-04,841.06
277,537,2025-10-15,2719.69
278,675,2023-05-17,97.88
279,895,2023-03-06,385.2
280,33,2025-03-06,2334.56
281,621,2023-05-26,41.7
282,504,2023-06-13,2227.82
283,60,2024-06-28,2154.88
284,545,2025-02-28,922.92
285,584,2024-01-02,3625.66
286,720,2025-05-24,237.9
287,564,2025-04-02,1949.35
288,866,2025-01-31,1948.99
289,559,2024-03-14,1798.0
290,1,2023-03-12,1361.32
291,308,2024-03-30,1565.3
292,942,2025-11-13,2286.08
293,911,2024-05-26,690.26
294,410,2024-03-21,279.7
295,812,2025-09-15,1395.36
296,840,2023-07-15,1608.65
297,901,2025-06-08,2642.56
298,797,2025-02-22,39.39
299,43,2024-10-15,2330.5
300,403,2025-07-01,1805.19
301,85,2025-09-01,3055.92
302,134,2023-10-04,2665.78
303,631,2025-12-09,902.58
304,332,2023-07-03,181.08
305,434,2025-01-18,1323.48
306,789,2024-09-16,1377.21
307,150,2025-06-21,158.92
308,702,2025-02-04,483.69
309,758,2023-04-22,777.41
310,352,2023-08-16,1774.65
311,551,2024-03-09,802.72
312,495,2023-10-17,1278.03
313,928,2025-12-14,299.93
314,62,2024-08-04,1108.6
315,477,2023-01-18,1099.02
316,278,2025-01-07,932.54
317,889,2025-03-02,1334.86
318,926,2024-10-08,2051.12
319,949,2023-02-14,711.96
320,313,2024-11-14,2180.47
321,641,2024-09-11,368.88
322,264,2025-03-03,964.94
323,231,2023-11-07,1127.65
324,534,2024-04-10,2077.63
325,556,2023-09-27,2101.92
326,701,2024-02-19,857.19
327,932,2023-10-04,1686.11
328,546,2023-08-31,1123.65
329,784,2024-10-14,1834.02
330,798,2024-01-20,97.88
331,27,2024-06-30,2095.1
332,138,2025-10-25,2200.57
333,198,2024-04-08,126.7
334,948,2024-07-06,1285.0
335,888,2025-09-30,1278.21
336,753,2025-02-18,1718.88
337,538,2023-03-20,3278.43
338,572,2025-03-04,2648.04
339,171,2025-05-15,1415.68
340,850,2025-07-14,419.55
341,116,2024-01-04,2260.27
342,605,2024-02-18,2270.52
343,751,2023-09-11,768.0
344,461,2025-01-13,1235.34
345,394,2025-11-13,2968.46
346,167,2023-10-24,351.9
347,316,2024-09-25,2277.64
348,784,2024-06-02,922.84
349,876,2025-10-18,3525.92
350,453,2023-06-12,2693.92
351,190,2023-10-31,593.02
352,38,2023-10-25,271.62
353,859,2024-09-03,851.45
354,689,2024-08-05,2970.14
355,369,2023-03-15,59.52
356,331,2025-01-24,1172.46
357,125,2024-07-16,1403.74
358,60,2023-08-12,2717.0
359,438,2024-10-10,1391.23
360,577,2025-10-13,1773.44
361,122,2023-02-19,1232.06
362,342,2024-12-17,1626.08
363,519,2024-10-25,768.0
364,342,2024-11-30,1457.91
365,945,2025-09-08,3325.9
366,918,2024-11-17,2164.64
367,324,2023-02-08,694.16
368,68,2023-11-02,2980.69
369,585,2025-03-08,1474.72
370,879,2024-10-06,777.16
371,89,2025-10-14,719.74
372,538,2024-09-11,588.08
373,936,2023-07-09,3051.26
374,895,2025-12-08,2264.78
375,136,2024-02-25,922.84
376,731,2025-12-05,395.32
377,955,2023-04-01,3425.36
378,592,2024-10-01,686.19
379,284,2025-12-26,837.72
380,162,2024-07-14,250.62
381,574,2025-11-18,41.7
382,359,2024-10-14,2035.63
383,73,2024-09-29,2544.79
384,393,2023-04-21,78.7
385,184,2025-07-02,2692.34
386,135,2023-07-10,1973.38
387,238,2024-04-03,835.2
388,188,2024-11-07,1276.63
389,360,2025-09-07,3416.61
390,106,2025-04-10,372.51
391,666,2023-05-26,1308.96
392,636,2024-05-14,3381.16
393,581,2024-12-01,2102.51
394,118,2025-08-06,1296.21
395,72,2023-08-11,1519.16
396,909,2023-01-01,1604.8
397,299,2025-03-09,1690.05
398,941,2025-06-09,1088.89
399,868,2023-09-19,1216.99
400,574,2025-01-05,451.22
401,241,2025-06-03,1546.14
402,679,2023-12-22,2364.17
403,894,2023-09-15,464.59
404,148,2025-09-23,3575.77
405,639,2024-01-04,471.08
406,435,2023-01-16,2644.38
407,35,2023-03-19,2123.17
408,749,2025-12-14,1938.21
409,252,2025-08-25,627.57
410,553,2024-10-01,2818.47
411,752,2024-11-09,3851.39
412,745,2024-06-17,93.2
413,593,2023-12-13,1541.0
414,518,2023-06-07,1127.32
415,15,2023-08-17,2402.14
416,242,2025-09-20,1104.46
417,991,2023-10-25,3030.0
418,653,2023-12-09,344.54
419,658,2024-06-25,372.93
420,476,2025-03-27,2592.14
421,723,2025-03-09,3054.11
422,695,2024-10-08,1837.19
423,344,2024-07-07,1337.36
424,792,2024-05-10,1913.04
425,689,2023-01-18,167.08
426,101,2025-12-11,418.38
427,360,2024-03-25,1091.97
428,59,2024-03-20,2888.17
429,823,2024-01-14,482.67
430,260,2024-08-26,2312.49
431,789,2024-10-24,935.08
432,398,2024-11-12,503.5
433,183,2025-06-21,192.52
434,625,2025-03-15,584.69
435,554,2025-06-02,950.19
436,733,2024-06-14,280.9
437,73,2024-05-28,3253.37
438,400,2024-06-29,1504.59
439,4,2025-11-21,2187.31
440,394,2025-09-14,378.06
441,958,2025-01-05,1408.35
442,93,2025-01-18,2833.77
443,41,2025-02-25,742.89
444,646,2025-01-05,855.48
445,26,2024-05-03,2717.07
446,990,2023-02-03,421.39
447,346,2023-03-29,2733.66
448,153,2024-04-22,842.7
449,145,2025-09-28,794.04
450,47,2024-05-12,398.95
451,927,2024-09-21,1384.26
452,175,2023-05-11,512.0
453,610,2024-03-27,562.02
454,346,2025-04-03,1840.82
455,857,2024-03-12,402.4
456,344,2023-05-10,105.76
457,776,2025-04-30,1780.09
458,450,2024-05-13,1627.0
459,7,2023-01-15,763.98
460,909,2024-08-04,1292.16
461,536,2025-07-11,1743.77
462,512,2023-06-30,1768.24
463,121,2025-12-21,286.52
464,884,2025-11-05,1438.29
465,214,2024-07-20,170.38
466,816,2023-11-02,948.25
467,292,2024-03-05,1999.87
468,54,2023-12-27,1483.03
469,73,2024-04-26,1770.14
470,236,2023-08-14,888.21
471,385,2024-03-27,794.04
472,497,2023-04-22,1500.67
473,469,2024-02-02,1208.84
474,583,2023-05-03,1769.93
475,779,2024-12-04,1493.6
476,976,2023-12-15,1438.2
477,286,2023-01-30,1370.03
478,936,2023-01-11,1864.97
479,404,2025-09-08,111.16
480,247,2023-06-20,1307.89
481,664,2023-07-05,1060.23
482,313,2023-11-28,2422.98
483,416,2024-01-14,924.69
484,73,2025-02-27,2533.28
485,969,2024-02-29,286.52
486,754,2023-04-23,2605.65
487,376,2023-12-25,2202.27
488,665,2025-09-06,3087.08
489,697,2025-05-16,1745.38
490,514,2025-12-14,794.04
491,545,2025-12-27,928.6
492,193,2025-07-26,725.88
493,920,2024-01-02,1334.32
494,152,2025-10-13,117.12
495,301,2025-05-03,2388.4
496,65,2023-02-15,935.18
497,593,2024-12-03,2056.38
498,456,2025-07-26,334.91
499,496,2025-01-31,1787.16
500,980,2023-12-07,2444.62
501,166,2024-05-02,915.66
502,589,2023-09-17,2217.16
503,325,2024-12-05,1051.82
504,547,2024-09-09,860.34
505,954,2025-10-19,672.34
506,994,2025-11-05,2155.74
507,683,2023-10-29,2385.69
508,565,2023-08-28,1255.91
509,95,2024-10-30,1110.96
510,200,2025-12-14,135.52
511,86,2025-07-01,113.66
512,200,2025-10-01,1655.6
513,152,2025-05-25,1563.92
514,316,2025-07-01,1260.42
515,994,2025-05-18,1799.09
516,889,2025-12-11,1152.69
517,420,2024-07-13,1488.87
518,853,2025-02-20,1939.5
519,506,2025-08-07,825.49
520,308,2025-08-25,889.53
521,915,2024-08-12,1397.79
522,505,2023-05-17,2519.1
523,998,2023-09-02,332.24
524,596,2023-04-30,1082.43
525,366,2023-12-01,777.16
526,430,2024-12-30,765.28
527,543,2023-06-07,2281.11
528,894,2024-10-09,2066.79
529,548,2024-12-21,1058.88
530,382,2025-09-20,853.71
531,815,2025-12-12,1922.02
532,946,2023-02-05,1316.05
533,782,2024-12-01,502.07
534,835,2023-08-31,915.68
535,233,2024-09-21,209.66
536,708,2023-08-17,932.54
537,776,2025-06-02,281.01
538,34,2025-11-17,2858.46
539,802,2023-09-11,1406.8
540,965,2024-07-22,4204.83
541,70,2023-07-22,1416.39
542,997,2023-07-22,326.68
543,715,2024-01-15,2714.04
544,234,2025-04-14,702.94
545,127,2025-08-12,75.42
546,508,2025-01-09,1677.83
547,119,2025-02-27,2157.38
548,232,2025-04-14,925.2
549,184,2023-01-27,1834.68
550,123,2023-10-21,1869.19
551,999,2024-02-12,1173.59
552,743,2025-10-19,1597.14
553,775,2025-03-30,1821.4
554,286,2023-10-29,1929.62
555,31,2023-07-23,335.36
556,695,2023-02-24,2018.67
557,157,2024-09-12,1615.31
558,678,2025-10-16,1619.67
559,441,2023-09-01,1106.8
560,571,2024-09-12,1189.54
561,733,2025-03-07,2564.11
562,553,2025-08-20,1802.15
563,995,2025-02-12,1379.03
564,858,2025-01-20,1450.73
565,100,2025-05-26,1295.92
566,254,2024-04-25,1400.88
567,346,2023-12-14,93.34
568,39,2025-08-01,1964.43
569,23,2024-10-10,1159.11
570,211,2024-11-19,2129.87
571,993,2025-06-11,815.52
572,220,2024-08-11,1289.64
573,761,2023-07-08,3139.3
574,356,2023-06-07,1542.15
575,205,2025-04-28,1847.82
576,643,2025-11-23,1600.48
577,986,2025-08-15,856.22
578,642,2023-05-03,3274.22
579,421,2024-10-14,109.33
580,867,2025-04-24,2210.26
581,242,2025-04-11,733.5
582,252,2024-09-27,1597.89
583,280,2023-10-07,503.5
584,675,2023-12-27,279.7
585,802,2023-02-10,725.88
586,617,2024-09-02,253.4
587,688,2023-07-04,2833.33
588,535,2025-12-11,2235.77
589,338,2025-03-09,147.68
590,180,2024-03-14,1802.69
591,547,2025-02-06,632.76
592,434,2025-08-30,1193.3
593,733,2025-01-23,2753.74
594,819,2023-04-22,1046.14
595,655,2025-01-13,46.67
596,879,2025-06-25,874.45
597,881,2023-11-25,755.81
598,843,2025-10-03,964.12
599,268,2025-11-02,951.98
600,617,2024-10-31,3578.57
601,455,2023-10-06,269.61
602,644,2024-09-17,1268.83
603,731,2023-09-24,2291.92
604,608,2024-11-01,1427.14
605,898,2025-02-11,2757.74
606,269,2023-12-12,808.83
607,440,2024-06-16,1139.16
608,121,2023-01-29,2638.43
609,969,2024-06-29,1747.24
610,615,2024-03-17,716.65
611,812,2023-10-26,765.28
612,242,2025-07-12,1489.29
613,470,2023-06-25,264.68
614,893,2024-10-24,2426.46
615,263,2023-05-30,482.47
616,54,2024-11-12,2222.01
617,991,2023-04-04,899.79
618,635,2025-02-19,664.64
619,595,2024-01-03,1066.53
620,92,2024-10-11,2637.66
621,370,2025-05-30,1703.99
622,447,2023-12-04,1719.2
623,652,2025-06-20,170.38
624,56,2024-04-15,826.48
625,723,2025-08-14,4065.5
626,469,2025-10-06,139.85
627,127,2024-12-16,27.8
628,185,2023-12-11,2151.59
629,427,2023-06-07,576.81
630,909,2024-11-04,1353.66
631,697,2023-09-07,1175.5
632,851,2025-09-09,1435.57
633,638,2025-07-16,488.42
634,290,2024-10-23,346.17
635,561,2025-02-20,539.22
636,183,2024-05-06,1377.49
637,771,2023-11-12,260.22
638,821,2025-06-04,1627.22
639,853,2025-01-22,2303.68
640,775,2025-05-15,1844.0
641,42,2025-11-17,2922.93
642,159,2025-10-11,2780.48
643,153,2023-09-19,740.25
644,565,2023-06-06,56.83
645,523,2025-05-20,1495.82
646,600,2023-06-17,1432.55
647,427,2024-09-01,2871.16
648,828,2024-06-26,2322.78
649,893,2023-08-06,893.42
650,489,2025-07-31,2395.15
651,370,2025-03-19,644.93
652,836,2023-02-02,902.04
653,149,2024-05-10,642.76
654,433,2023-02-14,237.9
655,757,2025-06-30,1335.16
656,850,2025-03-13,179.75
657,106,2025-06-03,2406.34
658,500,2025-03-29,1612.69
659,63,2025-12-17,118.05
660,324,2023-05-11,1688.39
661,962,2024-12-11,3014.68
662,353,2025-06-16,1013.61
663,348,2025-08-17,1427.62
664,983,2025-05-03,782.0
665,768,2023-06-26,958.85
666,966,2025-10-08,1293.97
667,903,2024-06-18,907.21
668,346,2025-05-31,143.26
669,124,2024-04-03,2497.66
670,874,2025-11-21,2680.42
671,801,2023-07-28,1272.49
672,300,2025-06-23,2030.41
673,450,2025-05-01,474.64
674,350,2024-08-10,3524.73
675,156,2025-12-20,1624.25
676,371,2023-03-02,1908.11
677,323,2025-04-02,1212.51
678,677,2023-11-06,1331.03
679,567,2024-09-15,1675.87
680,718,2025-04-07,2224.45
681,354,2025-04-08,1218.93
682,343,2025-03-09,439.07
683,96,2025-11-13,2082.72
684,265,2024-05-09,309.5
685,862,2025-02-02,1526.17
686,964,2023-09-13,1216.21
687,596,2025-12-28,2909.42
688,387,2025-11-30,950.55
689,198,2025-01-09,787.63
690,436,2023-09-24,1915.91
691,573,2025-11-28,2513.45
692,750,2025-05-03,594.09
693,729,2025-07-26,392.05
694,712,2024-03-11,1833.32
695,873,2025-04-16,903.9
696,586,2024-08-16,75.42
697,121,2025-01-30,1176.91
698,146,2025-05-13,26.26
699,221,2024-01-10,1975.55
700,587,2024-09-26,2227.73
701,472,2025-07-10,2297.13
702,397,2024-04-21,2894.75
703,91,2023-12-06,413.67
704,816,2024-09-24,4853.85
705,535,2024-01-23,1245.32
706,806,2024-02-26,387.83
707,827,2025-12-28,2311.06
708,25,2025-12-17,1154.7
709,173,2024-08-07,723.9
710,315,2025-04-14,596.83
711,28,2023-04-30,884.5
712,265,2025-02-08,372.93
713,246,2024-04-29,1670.97
714,476,2025-04-13,353.41
715,418,2024-04-23,1165.74
716,987,2023-07-27,1536.88
717,312,2025-04-13,750.3
718,801,2024-05-17,3208.42
719,1,2023-05-04,2592.86
720,600,2025-11-11,1592.03
721,308,2023-07-03,3300.02
722,626,2025-10-30,1901.21
723,280,2024-05-18,1753.39
724,936,2023-10-01,740.64
725,5,2023-01-20,1827.51
726,501,2025-03-15,3230.76
727,996,2025-02-09,1681.18
728,456,2023-01-20,2091.15
729,944,2025-01-02,760.46
730,828,2024-03-28,508.97
731,505,2024-03-04,843.03
732,406,2023-08-16,768.35
733,676,2023-12-26,402.4
734,764,2023-05-14,629.81
735,747,2024-07-15,2113.92
736,546,2024-06-01,2921.7
737,281,2023-09-07,2701.34
738,941,2025-05-10,1487.14
739,232,2025-05-17,237.32
740,169,2024-11-05,357.2
741,828,2023-02-19,1495.49
742,533,2024-04-29,1258.8
743,635,2025-06-17,93.2
744,593,2023-09-13,215.49
745,387,2024-10-03,97.88
746,942,2025-06-24,390.33
747,642,2025-06-03,578.04
748,58,2023-04-17,1865.41
749,886,2023-01-22,2057.17
750,961,2023-02-23,1168.71
751,731,2023-05-19,1201.45
752,636,2025-06-29,641.45
753,131,2024-09-30,2947.96
754,481,2024-09-24,3567.29
755,244,2025-11-04,1900.94
756,488,2025-08-15,1525.27
757,466,2023-03-28,1282.18
758,245,2025-09-11,614.37
759,372,2023-01-21,475.99
760,569,2023-08-24,1458.77
761,600,2025-01-07,430.17
762,203,2024-08-04,1110.56
763,348,2024-05-18,1213.55
764,933,2023-07-27,238.37
765,389,2023-08-16,963.0
766,677,2023-12-17,2326.37
767,388,2025-02-05,720.7
768,602,2024-01-23,4057.84
769,908,2025-09-28,1226.34
770,630,2023-05-13,1269.51
771,384,2025-10-18,3189.71
772,486,2024-07-03,1417.21
773,406,2024-03-23,1167.15
774,564,2023-06-23,1555.74
775,532,2024-12-21,1702.19
776,637,2024-11-19,2260.92
777,392,2023-02-20,1194.18
778,78,2025-01-05,1147.92
779,526,2023-06-10,707.19
780,560,2024-02-15,1578.01
781,836,2024-07-16,1222.7
782,758,2024-06-18,59.52
783,289,2024-12-10,2732.63
784,780,2023-11-02,1537.9
785,805,2025-08-17,2523.82
786,450,2025-07-10,2830.13
787,855,2024-12-27,1479.04
788,551,2024-09-05,994.69
789,976,2024-11-07,1959.97
790,193,2025-08-30,539.25
791,986,2025-07-13,1335.14
792,33,2025-09-27,423.97
793,72,2025-03-01,901.1
794,466,2023-04-28,793.72
795,161,2023-08-15,846.61
796,71,2025-03-07,223.56
797,838,2025-08-30,1154.31
798,208,2025-10-26,2360.52
799,827,2024-05-20,2603.59
800,662,2025-07-23,1578.66
801,426,2024-05-25,424.04
802,394,2024-01-11,3621.8
803,683,2023-05-17,1589.29
804,378,2023-06-06,103.2
805,420,2025-07-12,913.69
806,474,2023-02-24,327.99
807,692,2025-08-03,1799.32
808,118,2023-10-07,1323.09
809,85,2024-05-11,1029.86
810,182,2024-08-25,140.01
811,401,2023-12-11,90.54
812,694,2024-07-13,834.7
813,732,2023-03-12,4295.91
814,919,2023-07-30,1935.5
815,786,2024-02-18,647.21
816,17,2025-05-13,167.08
817,841,2024-01-29,286.27
818,817,2023-12-10,1624.58
819,836,2024-10-31,2005.15
820,405,2025-05-26,158.92
821,109,2024-12-31,881.68
822,399,2024-03-11,1639.91
823,69,2024-03-23,2742.06
824,176,2024-05-30,706.72
825,647,2025-03-06,984.24
826,326,2025-09-14,179.75
827,624,2025-07-08,919.09
828,239,2023-02-13,1596.64
829,141,2025-02-06,2129.18
830,946,2025-06-27,1950.91
831,811,2025-04-29,2422.97
832,249,2024-02-26,3787.68
833,330,2024-01-11,989.5
834,145,2024-02-23,873.75
835,852,2024-02-23,1192.02
836,479,2024-09-29,701.87
837,181,2024-05-24,1602.71
838,884,2025-09-12,21.44
839,387,2023-12-10,1538.13
840,21,2025-02-20,2890.7
841,180,2024-06-10,3225.43
842,74,2024-11-13,425.75
843,939,2024-01-24,250.62
844,748,2025-02-05,1855.62
845,657,2023-05-26,1717.57
846,790,2024-12-14,2065.09
847,754,2024-05-20,1549.52
848,724,2023-02-27,1614.46
849,151,2024-06-04,1275.31
850,13,2023-08-28,1176.51
851,939,2025-02-26,1430.32
852,259,2024-09-10,2005.87
853,652,2024-12-06,1427.09
854,408,2024-09-22,475.8
855,2,2023-07-18,1258.8
856,428,2025-12-11,1383.76
857,721,2023-10-03,1001.53
858,462,2024-03-11,1058.52
859,829,2024-01-28,878.61
860,171,2023-06-13,2055.79
861,31,2024-04-25,1181.99
862,682,2023-03-27,324.99
863,811,2023-01-15,2760.16
864,440,2024-11-20,1684.73
865,409,2025-02-14,2560.59
866,27,2023-09-09,4280.44
867,528,2025-04-26,504.65
868,649,2025-01-07,174.46
869,695,2025-06-28,1318.2
870,628,2023-06-16,641.18
871,395,2024-08-24,1836.44
872,816,2023-06-28,1134.32
873,494,2024-05-08,1038.69
874,92,2023-08-05,1598.76
875,264,2025-09-02,90.54
876,945,2025-12-30,2285.12
877,352,2025-02-11,2152.13
878,298,2023-06-29,285.84
879,759,2024-01-21,275.78
880,131,2024-10-03,1005.69
881,868,2025-03-05,1047.47
882,605,2024-03-30,60.94
883,552,2025-08-01,2702.24
884,151,2024-08-03,1129.05
885,614,2024-10-17,2276.85
886,490,2024-03-17,2370.54
887,869,2024-04-05,419.6
888,878,2025-09-25,1582.71
889,695,2025-08-27,1855.55
890,290,2024-02-04,1602.82
891,671,2023-12-02,2688.38
892,753,2023-01-19,942.8
893,974,2025-05-24,527.3
