order_id,product_id,quantity,unit_price
163,62,3,353.41
164,80,3,143.26
164,36,3,105.76
165,42,2,124.17
165,21,2,43.77
165,27,2,13.9
165,80,3,143.26
166,73,1,126.02
166,79,3,165.85
166,7,3,372.93
166,19,2,490.89
166,8,2,215.49
167,57,1,358.71
168,72,2,482.47
169,44,3,421.39
170,17,2,97.88
171,54,3,251.09
171,73,2,126.02
172,41,2,210.92
172,29,1,286.27
172,89,3,272.6
172,70,1,288.23
173,62,1,353.41
173,49,3,426.01
173,91,2,111.74
173,32,2,237.32
173,43,1,179.75
174,17,3,97.88
174,93,1,139.85
174,56,1,498.51
175,8,1,215.49
175,66,1,56.83
175,46,2,475.99
176,27,2,13.9
176,34,1,251.75
177,68,3,411.78
178,68,1,411.78
178,64,3,487.53
178,25,1,170.38
178,58,3,55.58
179,45,1,439.83
179,78,3,370.32
179,25,3,170.38
179,85,1,86.15
180,14,1,192.68
180,92,2,161.07
180,79,1,165.85
181,7,3,372.93
181,32,1,237.32
181,26,1,281.01
181,95,3,87.23
182,38,3,382.64
182,37,3,451.22
182,12,2,142.92
183,54,2,251.09
183,84,1,296.51
184,87,3,238.37
184,3,3,466.27
185,12,2,142.92
185,29,3,286.27
186,7,1,372.93
186,94,3,68.76
186,21,1,43.77
186,88,2,209.19
186,9,2,167.68
187,64,2,487.53
187,59,2,461.42
187,60,2,449.67
187,31,2,315.13
188,46,2,475.99
188,45,3,439.83
188,39,1,130.11
189,33,1,299.93
189,65,3,51.6
190,90,2,482.67
190,33,3,299.93
190,26,3,281.01
191,14,1,192.68
192,49,1,426.01
192,80,3,143.26
193,48,1,332.08
193,27,3,13.9
193,31,3,315.13
194,25,1,170.38
194,89,1,272.6
195,27,2,13.9
196,40,3,13.13
197,41,1,210.92
197,44,1,421.39
197,96,2,346.17
197,4,2,430.17
197,60,1,449.67
198,18,2,404.13
198,55,2,39.35
198,2,3,83.54
198,50,1,366.34
199,81,2,46.6
199,16,2,451.95
199,96,3,346.17
200,56,2,498.51
200,21,3,43.77
200,14,1,192.68
200,54,3,251.09
201,85,3,86.15
201,18,3,404.13
201,59,2,461.42
202,7,3,372.93
202,23,2,148.33
203,56,3,498.51
204,62,1,353.41
204,22,3,237.9
204,45,1,439.83
205,30,2,158.92
205,95,3,87.23
206,27,1,13.9
206,59,2,461.42
206,60,3,449.67
206,99,1,29.76
206,15,3,256.0
207,68,3,411.78
207,99,1,29.76
207,72,3,482.47
208,39,3,130.11
208,78,3,370.32
208,46,2,475.99
208,11,3,362.94
208,50,3,366.34
209,96,3,346.17
210,36,2,105.76
210,41,2,210.92
210,51,2,60.94
210,85,2,86.15
210,38,1,382.64
211,75,1,164.35
211,1,2,197.66
212,48,1,332.08
213,20,2,477.5
213,95,2,87.23
213,68,3,411.78
214,43,1,179.75
214,33,1,299.93
214,64,3,487.53
215,61,2,264.68
215,98,1,351.47
215,63,1,192.52
215,77,3,353.36
215,88,2,209.19
216,58,3,55.58
216,6,1,457.83
216,96,2,346.17
216,79,2,165.85
217,98,2,351.47
217,83,1,392.17
218,65,1,51.6
218,90,1,482.67
219,86,2,90.54
219,10,3,213.97
219,60,1,449.67
220,31,1,315.13
220,35,3,388.58
220,90,1,482.67
220,55,1,39.35
221,13,1,48.16
221,29,3,286.27
221,85,2,86.15
221,39,3,130.11
222,17,2,97.88
222,88,2,209.19
222,96,2,346.17
222,12,2,142.92
222,50,1,366.34
223,45,3,439.83
223,37,3,451.22
223,83,3,392.17
223,23,3,148.33
224,17,3,97.88
224,98,2,351.47
225,88,2,209.19
225,65,3,51.6
225,44,1,421.39
225,12,2,142.92
226,67,2,75.42
226,66,3,56.83
226,9,2,167.68
226,45,1,439.83
227,47,2,10.72
227,54,1,251.09
227,87,2,238.37
228,72,3,482.47
228,75,1,164.35
228,39,2,130.11
228,6,3,457.83
229,50,2,366.34
229,33,3,299.93
230,44,3,421.39
231,41,2,210.92
231,16,1,451.95
231,90,1,482.67
232,27,2,13.9
232,76,2,402.4
233,24,2,423.97
233,17,2,97.88
234,66,1,56.83
235,51,1,60.94
235,78,3,370.32
235,52,1,269.61
236,19,3,490.89
237,73,3,126.02
237,58,3,55.58
237,95,2,87.23
237,40,3,13.13
238,71,3,223.14
238,39,3,130.11
238,68,3,411.78
238,62,3,353.41
239,95,2,87.23
239,26,1,281.01
239,11,1,362.94
239,74,2,137.89
240,64,1,487.53
240,81,2,46.6
241,50,1,366.34
241,74,1,137.89
242,73,2,126.02
242,94,2,68.76
242,11,1,362.94
243,1,1,197.66
243,16,2,451.95
244,52,1,269.61
244,76,1,402.4
244,92,2,161.07
245,27,1,13.9
245,14,3,192.68
245,97,3,414.93
245,78,2,370.32
246,60,3,449.67
246,88,1,209.19
247,47,1,10.72
247,86,2,90.54
247,45,1,439.83
247,29,1,286.27
247,50,1,366.34
248,53,1,126.7
249,54,3,251.09
249,61,3,264.68
249,27,2,13.9
250,59,3,461.42
250,48,2,332.08
250,51,1,60.94
250,80,3,143.26
251,40,3,13.13
251,9,1,167.68
251,1,1,197.66
251,39,3,130.11
251,2,1,83.54
252,27,1,13.9
252,3,2,466.27
252,28,3,108.33
252,97,1,414.93
253,39,3,130.11
253,89,2,272.6
253,49,1,426.01
253,27,3,13.9
254,44,1,421.39
254,53,1,126.7
255,66,1,56.83
255,89,3,272.6
255,97,1,414.93
255,20,3,477.5
255,2,2,83.54
256,43,3,179.75
256,65,1,51.6
256,86,3,90.54
256,53,2,126.7
256,18,1,404.13
257,91,1,111.74
258,84,1,296.51
259,98,1,351.47
259,11,1,362.94
259,60,3,449.67
259,63,2,192.52
259,78,2,370.32
260,51,3,60.94
260,30,2,158.92
260,84,2,296.51
260,93,1,139.85
261,10,2,213.97
261,84,3,296.51
261,32,3,237.32
261,21,2,43.77
261,54,2,251.09
262,25,1,170.38
263,79,3,165.85
263,7,3,372.93
263,92,3,161.07
263,23,2,148.33
264,29,2,286.27
265,28,3,108.33
265,45,1,439.83
265,82,3,109.33
266,85,1,86.15
267,91,3,111.74
267,33,2,299.93
268,89,3,272.6
268,58,2,55.58
269,58,2,55.58
269,13,1,48.16
269,75,3,164.35
269,81,1,46.6
270,48,2,332.08
271,59,3,461.42
271,72,2,482.47
271,8,2,215.49
271,9,1,167.68
271,17,2,97.88
272,38,2,382.64
272,70,1,288.23
272,78,3,370.32
272,10,3,213.97
272,65,3,51.6
273,65,1,51.6
273,22,3,237.9
274,42,1,124.17
275,76,2,402.4
275,60,2,449.67
275,57,2,358.71
276,12,2,142.92
276,32,2,237.32
276,52,2,269.61
276,93,2,139.85
276,11,2,362.94
277,66,1,56.83
277,22,3,237.9
278,14,3,192.68
278,73,2,126.02
278,84,3,296.51
278,42,3,124.17
279,17,3,97.88
280,72,2,482.47
280,34,1,251.75
280,75,3,164.35
281,95,2,87.23
281,41,2,210.92
281,59,2,461.42
282,93,1,139.85
283,69,3,46.67
283,56,1,498.51
283,44,3,421.39
283,81,3,46.6
283,3,1,466.27
284,77,2,353.36
284,45,3,439.83
284,93,2,139.85
285,25,3,170.38
285,19,3,490.89
285,27,2,13.9
285,73,3,126.02
285,90,1,482.67
286,2,2,83.54
286,15,1,256.0
286,75,1,164.35
286,100,3,419.6
287,4,3,430.17
287,54,2,251.09
287,50,3,366.34
287,14,1,192.68
288,5,3,280.9
288,91,1,111.74
288,68,2,411.78
288,64,1,487.53
289,86,1,90.54
290,29,3,286.27
291,71,1,223.14
291,13,1,48.16
292,98,3,351.47
293,55,1,39.35
293,51,1,60.94
293,62,1,353.41
293,29,3,286.27
293,57,2,358.71
294,38,2,382.64
294,100,3,419.6
295,49,2,426.01
295,47,2,10.72
296,59,3,461.42
297,75,3,164.35
298,45,2,439.83
299,63,3,192.52
299,37,2,451.22
299,25,2,170.38
300,5,2,280.9
300,41,1,210.92
300,34,3,251.75
300,51,1,60.94
301,51,2,60.94
302,1,2,197.66
302,76,3,402.4
302,96,3,346.17
302,44,3,421.39
302,35,2,388.58
303,92,1,161.07
303,85,2,86.15
304,65,1,51.6
304,55,2,39.35
304,69,1,46.67
304,16,1,451.95
304,8,1,215.49
305,23,2,148.33
305,55,2,39.35
305,54,3,251.09
305,17,1,97.88
305,41,3,210.92
306,73,2,126.02
307,7,2,372.93
307,40,2,13.13
307,2,1,83.54
307,12,2,142.92
307,100,3,419.6
308,99,1,29.76
308,94,1,68.76
308,2,3,83.54
308,6,3,457.83
309,5,2,280.9
310,67,2,75.42
310,65,2,51.6
311,57,3,358.71
311,98,2,351.47
311,91,3,111.74
311,30,2,158.92
312,32,3,237.32
312,52,1,269.61
312,97,3,414.93
313,71,3,223.14
314,14,3,192.68
314,27,2,13.9
314,74,3,137.89
315,64,1,487.53
315,9,1,167.68
315,68,1,411.78
315,29,1,286.27
316,38,3,382.64
316,17,3,97.88
316,85,2,86.15
317,46,1,475.99
317,81,1,46.6
318,75,3,164.35
319,26,2,281.01
320,39,1,130.11
320,96,3,346.17
320,2,3,83.54
320,74,2,137.89
320,38,1,382.64
321,41,2,210.92
321,73,3,126.02
322,95,1,87.23
322,76,1,402.4
322,5,1,280.9
322,94,3,68.76
322,88,3,209.19
323,87,2,238.37
323,54,1,251.09
323,60,3,449.67
323,50,2,366.34
324,94,3,68.76
324,68,2,411.78
325,26,2,281.01
326,83,1,392.17
327,79,2,165.85
327,61,2,264.68
327,71,2,223.14
327,28,3,108.33
327,69,3,46.67
328,3,1,466.27
328,68,3,411.78
329,53,1,126.7
329,31,3,315.13
330,86,2,90.54
330,27,3,13.9
330,82,1,109.33
330,80,1,143.26
330,88,2,209.19
331,32,2,237.32
331,66,1,56.83
331,22,2,237.9
331,1,2,197.66
332,11,1,362.94
332,71,1,223.14
332,42,1,124.17
332,16,2,451.95
332,29,3,286.27
333,8,2,215.49
333,44,2,421.39
333,57,2,358.71
333,58,1,55.58
334,18,3,404.13
334,91,1,111.74
334,86,1,90.54
334,72,1,482.47
334,71,1,223.14
335,68,2,411.78
335,57,2,358.71
336,5,3,280.9
336,46,1,475.99
336,65,1,51.6
337,27,2,13.9
338,49,2,426.01
339,68,3,411.78
339,62,1,353.41
339,15,2,256.0
339,77,3,353.36
340,85,2,86.15
340,23,2,148.33
340,49,1,426.01
340,42,1,124.17
341,37,2,451.22
341,74,3,137.89
341,54,2,251.09
341,62,1,353.41
342,41,2,210.92
342,30,1,158.92
342,58,2,55.58
343,93,3,139.85
343,39,1,130.11
343,87,2,238.37
343,67,1,75.42
344,84,3,296.51
344,78,1,370.32
344,74,3,137.89
344,7,2,372.93
345,98,1,351.47
346,41,3,210.92
347,61,2,264.68
347,32,1,237.32
347,30,2,158.92
347,70,2,288.23
348,37,1,451.22
348,95,3,87.23
348,54,2,251.09
348,64,1,487.53
349,97,3,414.93
349,69,1,46.67
349,2,3,83.54
349,78,3,370.32
350,9,1,167.68
350,75,2,164.35
351,42,2,124.17
351,90,2,482.67
351,8,3,215.49
351,23,2,148.33
352,32,3,237.32
353,96,1,346.17
353,45,3,439.83
353,49,1,426.01
354,100,3,419.6
354,70,1,288.23
355,39,2,130.11
355,80,1,143.26
356,99,1,29.76
356,42,2,124.17
356,58,1,55.58
357,44,3,421.39
357,93,3,139.85
357,61,1,264.68
358,25,3,170.38
358,69,1,46.67
358,70,1,288.23
358,1,2,197.66
359,60,2,449.67
359,12,1,142.92
360,96,3,346.17
360,86,3,90.54
360,50,3,366.34
360,99,3,29.76
360,21,2,43.77
361,60,3,449.67
361,95,1,87.23
361,33,1,299.93
361,62,3,353.41
361,54,2,251.09
362,27,3,13.9
363,45,2,439.83
363,84,3,296.51
363,36,1,105.76
363,61,2,264.68
363,72,3,482.47
364,74,1,137.89
365,79,1,165.85
366,93,2,139.85
366,74,1,137.89
367,90,1,482.67
367,29,3,286.27
368,98,2,351.47
369,45,3,439.83
369,31,3,315.13
370,94,2,68.76
370,13,2,48.16
370,65,2,51.6
371,36,3,105.76
371,9,1,167.68
371,70,2,288.23
372,68,1,411.78
372,31,1,315.13
372,11,1,362.94
372,34,2,251.75
372,99,2,29.76
373,4,1,430.17
373,26,3,281.01
374,56,1,498.51
374,61,2,264.68
375,79,2,165.85
375,2,3,83.54
375,40,3,13.13
376,47,3,10.72
376,57,3,358.71
376,13,3,48.16
376,55,2,39.35
377,12,1,142.92
377,25,3,170.38
378,8,1,215.49
378,68,3,411.78
378,54,2,251.09
379,41,2,210.92
379,50,2,366.34
379,38,2,382.64
379,81,1,46.6
379,27,3,13.9
380,69,1,46.67
380,23,2,148.33
380,27,3,13.9
380,3,2,466.27
380,74,1,137.89
381,77,2,353.36
381,84,3,296.51
381,82,1,109.33
381,38,2,382.64
381,51,1,60.94
382,51,1,60.94
383,3,2,466.27
383,71,2,223.14
384,14,2,192.68
385,96,1,346.17
385,51,3,60.94
386,31,1,315.13
387,40,2,13.13
387,78,3,370.32
387,7,2,372.93
387,66,2,56.83
388,11,2,362.94
388,81,3,46.6
388,12,3,142.92
388,56,1,498.51
388,31,3,315.13
389,30,1,158.92
390,92,3,161.07
391,50,2,366.34
392,99,2,29.76
392,49,1,426.01
393,68,2,411.78
393,36,2,105.76
394,10,1,213.97
394,38,3,382.64
394,97,3,414.93
395,59,1,461.42
395,79,1,165.85
395,49,3,426.01
396,10,3,213.97
396,98,1,351.47
396,14,3,192.68
397,68,1,411.78
397,55,2,39.35
397,11,3,362.94
398,96,1,346.17
398,6,1,457.83
398,95,2,87.23
398,85,1,86.15
399,54,3,251.09
399,76,1,402.4
399,3,2,466.27
400,79,1,165.85
400,85,3,86.15
400,43,3,179.75
401,14,2,192.68
401,93,1,139.85
401,49,1,426.01
401,18,2,404.13
401,40,2,13.13
402,70,1,288.23
402,37,1,451.22
402,41,1,210.92
402,61,2,264.68
403,8,2,215.49
403,23,1,148.33
403,88,1,209.19
404,74,2,137.89
404,25,1,170.38
404,45,2,439.83
404,35,1,388.58
404,96,1,346.17
405,88,2,209.19
406,79,2,165.85
406,67,1,75.42
407,32,3,237.32
407,85,1,86.15
408,82,2,109.33
408,96,2,346.17
408,4,2,430.17
409,33,3,299.93
410,30,1,158.92
410,29,1,286.27
410,85,2,86.15
411,33,2,299.93
412,98,1,351.47
412,41,1,210.92
412,46,3,475.99
412,33,3,299.93
412,95,3,87.23
413,38,3,382.64
413,97,1,414.93
414,1,3,197.66
414,24,3,423.97
415,10,3,213.97
415,46,3,475.99
415,84,3,296.51
415,24,2,423.97
415,7,1,372.93
416,57,2,358.71
417,1,2,197.66
417,16,1,451.95
417,21,2,43.77
417,54,1,251.09
417,78,2,370.32
418,62,3,353.41
419,92,2,161.07
419,18,3,404.13
420,9,1,167.68
420,30,1,158.92
420,77,3,353.36
420,38,1,382.64
420,31,2,315.13
421,95,1,87.23
422,33,1,299.93
422,77,3,353.36
422,51,1,60.94
422,20,3,477.5
423,38,3,382.64
423,7,1,372.93
423,98,2,351.47
424,46,3,475.99
424,33,3,299.93
424,27,2,13.9
424,77,1,353.36
425,97,1,414.93
425,46,1,475.99
425,95,1,87.23
425,68,3,411.78
425,3,2,466.27
426,13,2,48.16
426,37,3,451.22
426,72,1,482.47
427,76,1,402.4
427,84,3,296.51
428,3,2,466.27
428,43,3,179.75
428,8,3,215.49
429,85,1,86.15
429,14,2,192.68
429,43,1,179.75
429,75,3,164.35
430,28,2,108.33
430,60,1,449.67
431,8,3,215.49
432,62,2,353.41
433,33,3,299.93
433,61,1,264.68
433,74,3,137.89
434,89,1,272.6
435,16,1,451.95
435,63,1,192.52
435,33,1,299.93
435,92,3,161.07
436,46,3,475.99
436,51,3,60.94
436,68,3,411.78
437,68,3,411.78
437,51,2,60.94
437,43,1,179.75
438,38,2,382.64
438,100,2,419.6
438,36,2,105.76
438,77,1,353.36
439,18,3,404.13
439,29,1,286.27
439,51,2,60.94
439,49,2,426.01
440,14,3,192.68
440,19,1,490.89
440,1,3,197.66
441,25,2,170.38
442,77,2,353.36
442,27,1,13.9
442,65,3,51.6
442,82,3,109.33
442,20,3,477.5
443,1,3,197.66
443,40,1,13.13
443,28,2,108.33
444,52,1,269.61
445,51,3,60.94
445,78,2,370.32
446,57,2,358.71
446,48,2,332.08
446,17,3,97.88
446,89,2,272.6
447,7,2,372.93
447,28,1,108.33
447,86,2,90.54
447,95,2,87.23
447,13,3,48.16
448,59,2,461.42
449,34,3,251.75
449,83,1,392.17
450,44,2,421.39
450,32,2,237.32
451,21,1,43.77
451,79,3,165.85
451,66,1,56.83
452,27,3,13.9
453,31,1,315.13
453,77,3,353.36
453,47,3,10.72
454,6,2,457.83
454,67,1,75.42
454,84,1,296.51
454,69,3,46.67
455,60,1,449.67
455,31,1,315.13
455,38,2,382.64
455,91,3,111.74
455,4,3,430.17
456,93,2,139.85
456,39,3,130.11
456,59,2,461.42
456,43,1,179.75
457,60,3,449.67
457,5,3,280.9
457,36,1,105.76
457,98,3,351.47
458,59,2,461.42
458,69,2,46.67
458,9,2,167.68
458,78,2,370.32
459,62,1,353.41
459,58,1,55.58
459,30,3,158.92
459,79,1,165.85
459,50,3,366.34
460,3,1,466.27
460,44,2,421.39
460,61,3,264.68
461,13,2,48.16
461,7,1,372.93
461,67,3,75.42
461,96,3,346.17
461,3,2,466.27
462,55,2,39.35
462,80,1,143.26
462,82,1,109.33
463,92,3,161.07
463,21,3,43.77
463,14,3,192.68
463,88,2,209.19
464,9,3,167.68
464,87,3,238.37
464,93,1,139.85
464,55,2,39.35
465,65,1,51.6
465,60,2,449.67
465,24,1,423.97
466,98,1,351.47
466,9,2,167.68
466,16,3,451.95
467,57,2,358.71
467,72,2,482.47
467,92,1,161.07
468,50,2,366.34
468,42,3,124.17
469,71,3,223.14
469,9,1,167.68
470,16,3,451.95
470,22,3,237.9
470,63,3,192.52
470,98,3,351.47
470,72,2,482.47
471,34,3,251.75
471,74,3,137.89
472,80,2,143.26
473,82,3,109.33
474,13,2,48.16
474,93,3,139.85
474,90,3,482.67
